id,name,gender
757,Айхуа,female
758,Айчкиль,female
759,Айша,female
760,Айшат,female
761,Айшварья,female
762,Айше,female
763,Айширин,female
764,Айымгуль,female
765,Айюба,female
766,Айя,female
767,Айяла,female
768,Айянь,female
769,Айяра,female
770,Академа,female
771,Акатерина,female
772,Акаша,female
773,Акбала,female
774,Акбаль,female
775,Акбегенч,female
776,Акбота,female
777,Аквелина,female
778,Аквила,female
779,Аквилина,female
780,Аквилия,female
781,Аквина,female
782,Акгозель,female
783,Акгыз,female
784,Акгуль,female
785,Акгюль,female
786,Акджа,female
787,Акджагюль,female
788,Акджемал,female
789,Акеаина,female
790,Акелина,female
791,Акелына,female
792,Акерке,female
793,Акжанна,female
794,Акзиба,female
795,Акико,female
796,Акилина,female
797,Акилия,female
798,Акиля,female
799,Акима,female
800,Акиме,female
801,Акимена,female
802,Акимина,female
803,Акина,female
804,Акинола,female
805,Акиодина,female
806,Акипина,female
807,Акифа,female
808,Акка,female
809,Акканэ,female
810,Аккелина,female
811,Аккилина,female
812,Аккулина,female
813,Аклилу,female
814,Аклима,female
815,Аклиме,female
816,Аклина,female
817,Аклиста,female
818,Аклымя,female
819,Акмаль,female
820,Акмарал,female
821,Акнабат,female
822,Акнаид,female
823,Аксана,female
824,Аксанита,female
825,Аксану,female
826,Аксау,female
827,Акселина,female
828,Акселия,female
829,Аксель,female
830,Аксена,female
831,Аксения,female
832,Аксенияе,female
833,Аксентия,female
834,Аксенья,female
835,Аксеня,female
836,Аксима,female
837,Аксина,female
838,Аксиния,female
839,Аксинья,female
840,Аксиня,female
841,Аксипия,female
842,Аксират,female
843,Аксона,female
844,Аксырга,female
845,Аксэнь,female
846,Аксюта,female
847,Акта,female
848,Актавина,female
849,Актавия,female
850,Актебрина,female
851,Актерина,female
852,Активиза,female
853,Активина,female
854,Актия,female
855,Актя,female
856,Акуза,female
857,Акулина,female
858,Акумна,female
859,Акупина,female
860,Акылай,female
861,Алавдина,female
862,Алада,female
863,Алаида,female
864,Алаиза,female
865,Алаина,female
866,Алайда,female
867,Алаксандра,female
868,Аламбина,female
869,Алампия,female
870,Алана,female
871,Аланна,female
872,Алантина,female
873,Аланфина,female
874,Алатина,female
875,Алафия,female
876,Алачка,female
877,Албала,female
878,Албания,female
879,Алббина,female
880,Албжета,female
881,Албида,female
882,Албиизия,female
883,Албина,female
884,Албфия,female
885,Албэна,female
886,Алван,female
887,Алвара,female
888,Алварда,female
889,Алвента,female
890,Алвида,female
891,Алвина,female
892,Алвира,female
893,Алгалия,female
894,Алгедрина,female
895,Алгиллина,female
896,Алгина,female
897,Алгиня,female
898,Алгова,female
899,Алгурь,female
900,Алдика,female
901,Алдина,female
902,Алдокия,female
903,Алдона,female
904,Алдра,female
905,Алдя,female
906,Алеага,female
907,Алеана,female
908,Алева,female
909,Алевгина,female
910,Алеврина,female
911,Алевтана,female
912,Алевтина,female
913,Алевтиния,female
914,Алегдина,female
915,Алегрия,female
916,Алегтина,female
917,Аледзь,female
918,Аледзя,female
919,Аледия,female
920,Алежбита,female
921,Алежна,female
922,Алеза,female
923,Алезия,female
924,Алеиза,female
925,Алеина,female
926,Алейза,female
927,Алейзия,female
928,Алекамида,female
929,Алекандра,female
930,Алекса,female
931,Алексаедра,female
932,Алексамара,female
933,Алексана,female
934,Александара,female
935,Александра,female
936,Александрина,female
937,Александрия,female
938,Алексанедра,female
939,Алексанлра,female
940,Алексанра,female
941,Алексе,female
942,Алексина,female
943,Алексию,female
944,Алексия,female
945,Алексиянна,female
946,Алексса,female
947,Алекстина,female
948,Алектина,female
949,Алектрина,female
950,Алела,female
951,Алелета,female
952,Алелина,female
953,Алелия,female
954,Алема,female
955,Алемила,female
956,Алемпиада,female
957,Алемпина,female
958,Алемпия,female
959,Алемша,female
960,Алена,female
961,Алендия,female
962,Аленета,female
963,Аленина,female
964,Аленка,female
965,Аленна,female
966,Аленпината,female
967,Алентевита,female
968,Алентина,female
969,Аленушка,female
970,Аленька,female
971,Алеона,female
972,Алеонора,female
973,Алеортина,female
974,Алерина,female
975,Алерия,female
976,Алертина,female
977,Алерула,female
978,Алеса,female
979,Алесандра,female
980,Алесия,female
981,Алескандра,female
982,Алестина,female
983,Алесья,female
984,Алеся,female
985,Алетина,female
986,Алетта,female
987,Алеу,female
988,Алефина,female
989,Алефира,female
990,Алефтина,female
991,Алехандра,female
992,Алехтина,female
993,Алеша,female
994,Алея,female
995,Алёна,female
996,Алжана,female
997,Алжанат,female
998,Алжберта,female
999,Алжбета,female
1000,Алжбетта,female
1001,Алжбина,female
1002,Алжебета,female
1003,Алжета,female
1004,Алжибета,female
1005,Алзабета,female
1006,Алзбета,female
1007,Алзема,female
1008,Алиана,female
1009,Алиарда,female
1010,Алиата,female
1011,Алибала,female
1012,Алибина,female
1013,Аливантина,female
1014,Аливина,female
1015,Аливинтина,female
1016,Аливита,female
1017,Аливия,female
1018,Аливтина,female
1019,Алиганна,female
1020,Алида,female
1021,Алидия,female
1022,Алидна,female
1023,Алидомина,female
1024,Алидула,female
1025,Алидэ,female
1026,Алие,female
1027,Алижабета,female
1028,Ализа,female
1029,Ализада,female
1030,Ализаре,female
1031,Ализе,female
1032,Алиина,female
1033,Алика,female
1034,Аликанида,female
1035,Аликара,female
1036,Аликтина,female
1037,Алима,female
1038,Алиманада,female
1039,Алимара,female
1040,Алимбина,female
1041,Алимджа,female
1042,Алиме,female
1043,Алимипиада,female
1044,Алимирза,female
1045,Алимирта,female
1046,Алимишада,female
1047,Алимка,female
1048,Алимма,female
1049,Алимпа,female
1050,Алимпаша,female
1051,Алимпиада,female
1052,Алимпина,female
1053,Алимша,female
1054,Алина,female
1055,Алингалина,female
1056,Алинда,female
1057,Алинджа,female
1058,Алинетта,female
1059,Алинина,female
1060,Алиния,female
1061,Алинна,female
1062,Алинтина,female
1063,Алинэ,female
1064,Алиона,female
1065,Алионера,female
1066,Алионета,female
1067,Алионора,female
1068,Алипа,female
1069,Алипат,female
1070,Алипетра,female
1071,Алипина,female
1072,Алипия,female
1073,Алиптина,female
1074,Алира,female
1075,Алиреза,female
1076,Алирза,female
1077,Алириза,female
1078,Алиртина,female
1079,Алиса,female
1080,Алисада,female
1081,Алисалаль,female
1082,Алисат,female
1083,Алисафа,female
1084,Алисия,female
1085,Алисолта,female
1086,Алисса,female
1087,Алиссанда,female
1088,Алиста,female
1089,Алистафина,female
1090,Алистина,female
1091,Алистрина,female
1092,Алита,female
1093,Алитина,female
1094,Алития,female
1095,Алитта,female
1096,Алитулу,female
1097,Алиула,female
1098,Алиулла,female
1099,Алифа,female
1100,Алифага,female
1101,Алифат,female
1102,Алифе,female
1103,Алифина,female
1104,Алифия,female
1105,Алифреда,female
1106,Алифтень,female
1107,Алифтина,female
1108,Алифцина,female
1109,Алифя,female
1110,Алица,female
1111,Алице,female
1112,Алиция,female
1113,Алиця,female
1114,Аличика,female
1115,Алиша,female
1116,Алише,female
1117,Алию,female
1118,Алиюла,female
1119,Алия,female
1120,Алияга,female
1121,Алияна,female
1122,Алият,female
1123,Алияханум,female
1124,Алкефтина,female
1125,Алкиния,female
1126,Алкиноя,female
1127,Алксандра,female
1128,Алла,female
1129,Аллабагыш,female
1130,Аллабеба,female
1131,Аллаберди,female
1132,Аллаида,female
1133,Аллаина,female
1134,Аллакярь,female
1135,Аллау,female
1136,Аллевтина,female
1137,Аллегроина,female
1138,Алледия,female
1139,Аллеина,female
1140,Аллектина,female
1141,Аллемира,female
1142,Алленгина,female
1143,Аллентина,female
1144,Аллерса,female
1145,Аллефтина,female
1146,Аллея,female
1147,Аллида,female
1148,Аллие,female
1149,Аллина,female
1150,Аллиса,female
1151,Аллиула,female
1152,Аллифтина,female
1153,Аллия,female
1154,Аллла,female
1155,Аллоиза,female
1156,Аллорика,female
1157,Аллэитта,female
1158,Алля,female
1159,Аллямша,female
1160,Алма,female
1161,Алмабика,female
1162,Алмагуль,female
1163,Алмаз,female
1164,Алмаза,female
1165,Алмазия,female
1166,Алмара,female
1167,Алмеда,female
1168,Алмера,female
1169,Алмила,female
1170,Алмира,female
1171,Алмирза,female
1172,Ална,female
1173,Алнена,female
1174,Алня,female
1175,Алодия,female
1176,Алоида,female
1177,Алоиза,female
1178,Алоизия,female
1179,Алойза,female
1180,Алойзия,female
1181,Алолинария,female
1182,Алона,female
1183,Алондра,female
1184,Алонзия,female
1185,Алония,female
1186,Алорина,female
1187,Алория,female
1188,Алочка,female
1189,Алпиина,female
1190,Алпина,female
1191,Алпия,female
1192,Алпият,female
1193,Алсаада,female
1194,Алсанаа,female
1195,Алсафа,female
1196,Алсу,female
1197,Алта,female
1198,Алтана,female
1199,Алтея,female
1200,Алтина,female
1201,Алтына,female
1202,Алтынай,female
1203,Алтынбийке,female
1204,Алтынгуль,female
1205,Алтынкуль,female
1206,Алтыншаш,female
1207,Алуа,female
1208,Алуда,female
1209,Алуиза,female
1210,Алуль,female
1211,Алуна,female
1212,Алуника,female
1213,Алура,female
1214,Алуре,female
1215,Алуша,female
1216,Алфа,female
1217,Алфаита,female
1218,Алферита,female
1219,Алфея,female
1220,Алфида,female
1221,Алфие,female
1222,Алфиза,female
1223,Алфина,female
1224,Алфинора,female
1225,Алфинтина,female
1226,Алфира,female
1227,Алфиса,female
1228,Алфия,female
1229,Алфият,female
1230,Алфрефа,female
1231,Алфрида,female
1232,Алхасу,female
1233,Алчвеза,female
1234,Алшалада,female
1235,Алысафа,female
1236,Алыца,female
1237,Алыце,female
1238,Альазайза,female
1239,Альбена,female
1240,Альбера,female
1241,Альберина,female
1242,Альберта,female
1243,Альбертина,female
1244,Альбета,female
1245,Альби,female
1246,Альбида,female
1247,Альбина,female
1248,Альбира,female
1249,Альбирина,female
1250,Альбирита,female
1251,Альбита,female
1252,Альбия,female
1253,Альбона,female
1254,Альва,female
1255,Альвара,female
1256,Альвелина,female
1257,Альвелтина,female
1258,Альвентина,female
1259,Альвера,female
1260,Альверда,female
1261,Альверуте,female
1262,Альвеста,female
1263,Альвета,female
1264,Альветина,female
1265,Альветиня,female
1266,Альветта,female
1267,Альви,female
1268,Альвиана,female
1269,Альвида,female
1270,Альвиль,female
1271,Альвильда,female
1272,Альвина,female
1273,Альвинтина,female
1274,Альвиня,female
1275,Альвира,female
1276,Альвиса,female
1277,Альвисия,female
1278,Альвита,female
1279,Альвитина,female
1280,Альвия,female
1281,Альвна,female
1282,Альга,female
1283,Альге,female
1284,Альгелина,female
1285,Альгенина,female
1286,Альгилина,female
1287,Альгима,female
1288,Альгиманта,female
1289,Альгиманте,female
1290,Альгина,female
1291,Альда,female
1292,Альдана,female
1293,Альдвина,female
1294,Альдиана,female
1295,Альдимира,female
1296,Альдина,female
1297,Альдия,female
1298,Альдоза,female
1299,Альдона,female
1300,Альдуся,female
1301,Альеза,female
1302,Альена,female
1303,Альенна,female
1304,Альетина,female
1305,Альжанат,female
1306,Альжбета,female
1307,Альжбетта,female
1308,Альзана,female
1309,Альзбета,female
1310,Альзимина,female
1311,Альзира,female
1312,Альивина,female
1313,Альие,female
1314,Альина,female
1315,Алькина,female
1316,Альма,female
1317,Альмара,female
1318,Альмида,female
1319,Альмидия,female
1320,Альмика,female
1321,Альмина,female
1322,Альминиса,female
1323,Альминура,female
1324,Альмира,female
1325,Альмуся,female
1326,Альмэ,female
1327,Альмя,female
1328,Альна,female
1329,Альнона,female
1330,Альнора,female
1331,Альнура,female
1332,Альома,female
1333,Альона,female
1334,Альопа,female
1335,Альория,female
1336,Альпедина,female
1337,Альпенида,female
1338,Альпида,female
1339,Альпидея,female
1340,Альпина,female
1341,Альпият,female
1342,Альсана,female
1343,Альсина,female
1344,Альсия,female
1345,Альта,female
1346,Альтана,female
1347,Альтина,female
1348,Альфа,female
1349,Альфера,female
1350,Альфея,female
1351,Альфида,female
1352,Альфиза,female
1353,Альфина,female
1354,Альфинора,female
1355,Альфинра,female
1356,Альфинура,female
1357,Альфира,female
1358,Альфиса,female
1359,Альфитина,female
1360,Альфия,female
1361,Альфония,female
1362,Альфонса,female
1363,Альфонсина,female
1364,Альфосина,female
1365,Альфреда,female
1366,Альфредия,female
1367,Альфрида,female
1368,Альфукаха,female
1369,Альфына,female
1370,Альфюса,female
1371,Альхия,female
1372,Альцеса,female
1373,Альцина,female
1374,Альциона,female
1375,Альяна,female
1376,Альяса,female
1377,Алюбина,female
1378,Алюбия,female
1379,Алюма,female
1380,Алюня,female
1381,Алюсия,female
1382,Алюсь,female
1383,Алюся,female
1384,Алюта,female
1385,Алютина,female
1386,Алютына,female
1387,Алюфтина,female
1388,Аля,female
1389,Алямша,female
1390,Аляна,female
1391,Аляндра,female
1392,Аляра,female
1393,Ама,female
1394,Амабиля,female
1395,Амада,female
1396,Амаду,female
1397,Амаида,female
1398,Амаийия,female
1399,Амалиа,female
1400,Амалия,female
1401,Амаль,female
1402,Амальгина,female
1403,Амаля,female
1404,Аманаида,female
1405,Аманат,female
1406,Амангуль,female
1407,Аманда,female
1408,Амани,female
1409,Амания,female
1410,Аманкуль,female
1411,Аманула,female
1412,Аманулла,female
1413,Аманхожа,female
1414,Амара,female
1415,Амарендра,female
1416,Амаринта,female
1417,Амася,female
1418,Аматерасу,female
1419,Аматулла,female
1420,Амбалика,female
1421,Амбая,female
1422,Амброзина,female
1423,Амброзия,female
1424,Амброзь,female
1425,Амбрось,female
1426,Амбрузия,female
1427,Амбулла,female
1428,Амврозия,female
1429,Амвросия,female
1430,Амеде,female
1431,Амела,female
1432,Амели,female
1433,Амелия,female
1434,Амель,female
1435,Амеля,female
1436,Амена,female
1437,Амения,female
1438,Аменна,female
1439,Аменту,female
1440,Аменя,female
1441,Амерулла,female
1442,Амза,female
1443,Амиата,female
1444,Амида,female
1445,Амидала,female
1446,Амидия,female
